year,month,livestockType,productionType,productionSystem,numberOfAnimals,cycleDuration,location,housingStatus,housingType,capacity,equipmentCount,feedPrice,laborCost,electricityCost,mortalityRate,vaccinationProgram,vaccinesUsed,vetServiceFrequency,medicationIntensity,diseaseRiskLevel,parasiteControl,sellingPricePerKg,eggPricePerEgg,milkPricePerLiter,totalCostEstimation,projectedRevenue,projectedProfit,roi
2020,8,poultry,layer,extensive,236,10,Kebbi,need-to-build,wooden,237,3,138491,27697,10508,2.5,minimal,LaSota (Newcastle),quarterly,low,high,none,1293,33,0,297860,379665,81805,27.46
2020,5,cattle,beef,intensive,59,17,Kebbi,not-required,existing,64,0,833766,111732,29209,3.5,minimal,CBPP vaccine only,quarterly,low,high,none,1575,0,0,986165,22418156,21431991,2173.27
2020,3,cattle,beef,extensive,53,20,Kebbi,need-to-build,block-concrete,55,0,2359373,73253,20604,4.3,basic,CBPP vaccine only,quarterly,high,high,occasional,1418,0,0,4167666,17980594,13812929,331.43
2020,9,poultry,broiler,battery cage,1759,2,Kogi,existing,existing,1840,2,1216487,22358,7765,6.1,intensive,LaSota + Gumboro + Marek's + IB,quarterly,low,high,none,958,38,0,1593147,3481125,1887978,118.51
2020,4,poultry,broiler,deep litter,542,5,Kogi,existing,existing,613,0,323858,31826,15296,7.5,minimal,LaSota (Newcastle),weekly,high,medium,none,969,24,0,503315,1068778,565463,112.35
2020,9,poultry,layer,semi-intensive,529,11,Kogi,need-to-build,steel-structure,594,4,383964,15208,15358,9.5,basic,LaSota (Newcastle),weekly,low,high,none,1529,40,0,1062940,1053239,-9701,-0.91
2020,5,poultry,layer,battery cage,1332,12,Kogi,need-to-build,steel-structure,1495,3,749023,30730,7794,1.5,minimal,LaSota (Newcastle),quarterly,high,high,none,1180,46,0,2416636,3621175,1204539,49.84
2020,5,cattle,beef,intensive,43,10,Kogi,need-to-build,wooden,47,4,1381446,72244,13745,2.8,intensive,CBPP + FMD + Brucellosis + Anthrax,weekly,high,medium,none,1301,0,0,2358539,13594149,11235610,476.38
2020,2,cattle,beef,intensive,11,14,Kogi,need-to-build,steel-structure,12,4,607379,35184,23403,3.8,intensive,CBPP + FMD + Brucellosis + Anthrax,monthly,low,high,regular,1893,0,0,1082695,5007931,3925237,362.54
2020,8,poultry,broiler,battery cage,1969,5,Kwara,existing,existing,2136,3,1345779,33038,8030,11.1,basic,LaSota (Newcastle),monthly,medium,low,none,965,33,0,1781592,3716186,1934594,108.59
2020,8,poultry,broiler,extensive,1004,3,Kwara,need-to-build,block-concrete,1285,1,588655,27644,5352,5.1,standard,LaSota + Gumboro (IBD),monthly,medium,medium,none,894,31,0,1424530,1873959,449429,31.55
2020,10,poultry,layer,semi-intensive,521,8,Kwara,existing,existing,636,3,400637,19052,13633,7.1,intensive,LaSota + Gumboro + Marek's + IB,monthly,low,low,none,1153,47,0,560471,909937,349466,62.35
2020,8,poultry,layer,battery cage,1525,10,Kwara,need-to-build,wooden,1547,4,1179936,26170,14789,11.9,basic,LaSota (Newcastle),quarterly,medium,low,none,840,50,0,2086851,3358812,1271962,60.95
2020,1,cattle,beef,mixed,24,6,Kwara,existing,existing,28,4,339395,83924,27858,3.0,intensive,CBPP + FMD + Brucellosis + Anthrax,weekly,high,low,none,2130,0,0,475450,12396600,11921150,2507.34
2020,1,cattle,beef,intensive,72,14,Kwara,not-required,existing,74,2,3755678,87860,24553,0.6,minimal,CBPP vaccine only,quarterly,high,medium,none,2126,0,0,3892041,38038392,34146351,877.34
2020,2,poultry,broiler,semi-intensive,1719,7,Lagos,need-to-build,block-concrete,2156,0,1139977,31521,19430,5.1,basic,LaSota (Newcastle),weekly,low,high,none,955,45,0,2683020,3427426,744406,27.75
2020,11,poultry,broiler,extensive,1181,9,Lagos,existing,existing,1526,0,633504,43687,13436,8.7,minimal,LaSota (Newcastle),weekly,medium,medium,none,1034,55,0,932023,2452810,1520787,163.17
2020,9,poultry,layer,extensive,605,2,Lagos,existing,existing,711,2,438562,8428,18363,10.9,minimal,LaSota (Newcastle),weekly,low,high,none,1022,55,0,594097,296480,-297617,-50.1
2020,12,poultry,layer,battery cage,1210,8,Lagos,need-to-build,block-concrete,1294,1,936794,10404,15181,9.7,intensive,LaSota + Gumboro + Marek's + IB,weekly,medium,low,none,1045,26,0,2175283,1136335,-1038948,-47.76
2020,2,cattle,beef,extensive,8,14,Lagos,need-to-build,block-concrete,8,1,532973,70004,24183,2.5,standard,CBPP + FMD (Foot & Mouth),quarterly,high,high,occasional,1812,0,0,922795,3533400,2610605,282.9
2020,10,cattle,beef,extensive,24,18,Lagos,not-required,existing,26,1,738656,29927,4353,4.6,standard,CBPP + FMD (Foot & Mouth),weekly,high,low,none,1368,0,0,787586,7830432,7042846,894.23
2020,5,poultry,broiler,extensive,969,10,Nasarawa,need-to-build,wooden,1089,0,615028,28958,13955,2.0,minimal,LaSota (Newcastle),weekly,low,low,none,1437,23,0,1161945,3002129,1840184,158.37
2020,2,poultry,broiler,extensive,397,4,Nasarawa,need-to-build,block-concrete,426,2,184742,22761,8404,6.4,basic,LaSota (Newcastle),quarterly,high,low,none,1150,25,0,545830,940128,394298,72.24
2020,4,poultry,layer,extensive,269,4,Nasarawa,need-to-build,wooden,338,3,176857,36869,7006,4.7,intensive,LaSota + Gumboro + Marek's + IB,quarterly,high,low,none,1037,50,0,404362,256357,-148005,-36.6
2020,10,poultry,layer,battery cage,1031,7,Nasarawa,existing,existing,1147,3,560924,32702,9472,11.7,basic,LaSota (Newcastle),monthly,medium,high,none,1219,31,0,809793,987755,177962,21.98
2020,7,cattle,beef,mixed,28,23,Nasarawa,existing,existing,35,3,606977,101266,25203,5.7,standard,CBPP + FMD (Foot & Mouth),weekly,high,low,regular,1067,0,0,752513,7043267,6290754,835.97
2020,7,cattle,beef,extensive,89,10,Nasarawa,not-required,existing,102,3,1319347,122192,16095,4.8,intensive,CBPP + FMD + Brucellosis + Anthrax,weekly,high,medium,none,1485,0,0,1545651,31455270,29909619,1935.08
2020,12,poultry,broiler,deep litter,273,5,Niger,need-to-build,wooden,308,4,213711,32034,8076,1.5,intensive,LaSota + Gumboro + Marek's + IB,quarterly,low,medium,none,1353,55,0,420735,800423,379687,90.24
2020,1,poultry,broiler,battery cage,962,7,Niger,need-to-build,block-concrete,986,4,476691,44264,9346,8.6,minimal,LaSota (Newcastle),monthly,low,high,none,1007,53,0,1306489,1947930,641442,49.1
2020,12,poultry,layer,extensive,1656,5,Niger,need-to-build,block-concrete,1667,3,1146911,23440,2997,2.1,basic,LaSota (Newcastle),monthly,medium,medium,none,818,46,0,2525439,1864408,-661031,-26.17
2020,6,poultry,layer,battery cage,1106,4,Niger,existing,existing,1249,2,856211,15015,8159,7.2,minimal,LaSota (Newcastle),quarterly,low,high,none,923,44,0,1013662,903204,-110458,-10.9
2020,1,cattle,beef,intensive,95,12,Niger,existing,existing,100,2,4934163,21567,6329,4.6,basic,CBPP vaccine only,monthly,high,medium,occasional,2079,0,0,4998661,47104942,42106282,842.35
2020,6,cattle,beef,extensive,72,16,Niger,not-required,existing,89,3,2933192,52505,25571,3.9,basic,CBPP vaccine only,monthly,low,medium,regular,1758,0,0,3035895,30409884,27373989,901.68
2020,12,poultry,broiler,battery cage,691,3,Ogun,existing,existing,778,2,449382,13135,8984,2.3,standard,LaSota + Gumboro (IBD),quarterly,high,low,none,1235,42,0,653372,1834266,1180894,180.74
2020,8,poultry,broiler,semi-intensive,337,4,Ogun,need-to-build,block-concrete,388,4,217279,7416,4610,1.6,basic,LaSota (Newcastle),quarterly,low,medium,none,1400,55,0,523708,1021353,497644,95.02
2020,8,poultry,layer,extensive,1050,4,Ogun,existing,existing,1194,4,842451,19677,7011,1.3,intensive,LaSota + Gumboro + Marek's + IB,quarterly,medium,medium,none,1190,28,0,1169019,580356,-588663,-50.36
2020,12,poultry,layer,deep litter,598,10,Ogun,need-to-build,steel-structure,642,0,404855,16485,9621,9.4,intensive,LaSota + Gumboro + Marek's + IB,quarterly,high,low,none,1340,44,0,1259789,1191934,-67855,-5.39
2020,1,cattle,beef,intensive,35,12,Ogun,not-required,existing,43,4,2170847,91984,16788,4.3,intensive,CBPP + FMD + Brucellosis + Anthrax,monthly,medium,low,occasional,1756,0,0,2312645,14704305,12391660,535.82
2020,4,cattle,beef,mixed,73,11,Ogun,need-to-build,steel-structure,75,2,2040021,122508,33173,2.1,minimal,CBPP vaccine only,quarterly,medium,high,occasional,1836,0,0,5284390,32803353,27518963,520.76
2020,7,poultry,broiler,battery cage,561,4,Ondo,need-to-build,wooden,709,3,409727,18662,9431,6.4,minimal,LaSota (Newcastle),monthly,high,low,none,1126,44,0,833662,1300768,467106,56.03
2020,2,poultry,broiler,semi-intensive,981,9,Ondo,need-to-build,steel-structure,1231,0,820204,11042,19117,10.6,intensive,LaSota + Gumboro + Marek's + IB,quarterly,high,medium,none,1264,46,0,2210029,2438801,228772,10.35
2020,9,poultry,layer,extensive,599,7,Ondo,need-to-build,block-concrete,616,4,434831,28064,8207,7.4,intensive,LaSota + Gumboro + Marek's + IB,weekly,medium,low,none,1300,24,0,1111792,465926,-645866,-58.09
2020,8,poultry,layer,extensive,51,8,Ondo,existing,existing,52,1,31739,44950,17458,10.7,minimal,LaSota (Newcastle),weekly,low,medium,none,855,35,0,103857,63760,-40097,-38.61
2020,11,cattle,beef,mixed,94,13,Ondo,need-to-build,steel-structure,113,0,1190261,75543,8101,4.4,basic,CBPP vaccine only,weekly,medium,high,occasional,1265,0,0,5254805,28419490,23164685,440.83
2020,1,cattle,beef,mixed,21,21,Ondo,existing,existing,21,1,1145462,29419,13413,2.6,minimal,CBPP vaccine only,quarterly,medium,low,occasional,2090,0,0,1194350,10687215,9492865,794.81
2020,3,poultry,broiler,deep litter,1299,12,Osun,existing,existing,1383,3,763186,39475,18209,4.9,basic,LaSota (Newcastle),weekly,high,high,none,1250,37,0,1264608,3397210,2132601,168.64
2020,2,poultry,broiler,extensive,769,8,Osun,need-to-build,wooden,928,1,412973,31017,12656,4.0,basic,LaSota (Newcastle),weekly,high,high,none,1243,49,0,1007865,2018791,1010926,100.3
2020,11,poultry,layer,battery cage,1581,8,Osun,need-to-build,steel-structure,1614,0,1288770,17387,8939,9.6,standard,LaSota + Gumboro (IBD),weekly,high,high,none,966,44,0,3563910,2515434,-1048476,-29.42
2020,1,poultry,layer,extensive,798,10,Osun,existing,existing,812,3,643175,7724,3412,11.5,standard,LaSota + Gumboro (IBD),monthly,low,medium,none,982,24,0,819657,847476,27819,3.39
2020,7,cattle,beef,extensive,94,18,Osun,existing,existing,121,4,2008203,27099,6523,3.5,standard,CBPP + FMD (Foot & Mouth),quarterly,high,high,occasional,2140,0,0,2100255,48529850,46429595,2210.66
2020,3,cattle,beef,mixed,87,8,Osun,need-to-build,steel-structure,98,3,5323292,23934,6735,4.5,standard,CBPP + FMD (Foot & Mouth),monthly,high,high,regular,1527,0,0,9064963,31717699,22652735,249.89
2020,10,poultry,broiler,battery cage,294,2,Oyo,existing,existing,305,0,258009,29698,15833,2.8,minimal,LaSota (Newcastle),monthly,high,high,none,1329,28,0,367750,835528,467779,127.2
2020,5,poultry,broiler,semi-intensive,1122,3,Oyo,need-to-build,steel-structure,1174,4,783706,29168,3202,7.9,minimal,LaSota (Newcastle),weekly,medium,medium,none,1434,28,0,2402584,3260050,857466,35.69
2020,2,poultry,layer,deep litter,140,2,Oyo,existing,existing,178,0,91578,13514,18405,6.2,minimal,LaSota (Newcastle),weekly,high,high,none,1432,41,0,161913,53841,-108072,-66.75
2020,12,poultry,layer,extensive,1925,7,Oyo,need-to-build,wooden,2475,4,1349040,46144,5353,5.1,intensive,LaSota + Gumboro + Marek's + IB,weekly,medium,low,none,1392,55,0,2920517,3516638,596121,20.41
2020,2,cattle,beef,mixed,63,6,Oyo,need-to-build,wooden,72,2,1892797,93519,17839,3.6,intensive,CBPP + FMD + Brucellosis + Anthrax,monthly,medium,medium,none,1726,0,0,3470215,26205858,22735643,655.17
2020,4,cattle,beef,intensive,74,17,Oyo,not-required,existing,76,0,938610,97780,29161,5.7,basic,CBPP vaccine only,weekly,low,medium,none,1896,0,0,1086685,33076668,31989983,2943.81
2020,9,poultry,broiler,battery cage,1507,6,Plateau,existing,existing,1545,0,1134844,26011,12678,11.1,basic,LaSota (Newcastle),monthly,medium,low,none,1066,55,0,1374386,3141918,1767532,128.61
2020,2,poultry,broiler,deep litter,940,12,Plateau,existing,existing,1067,1,692828,41527,7974,4.2,basic,LaSota (Newcastle),quarterly,medium,low,none,1413,33,0,865507,2799356,1933850,223.44
2020,4,poultry,layer,deep litter,368,3,Plateau,existing,existing,397,3,214820,26628,16708,6.1,minimal,LaSota (Newcastle),weekly,low,high,none,941,33,0,338280,171048,-167232,-49.44
2020,2,poultry,layer,deep litter,490,7,Plateau,existing,existing,515,0,381014,21293,2719,8.8,minimal,LaSota (Newcastle),weekly,high,medium,none,1010,50,0,524664,782040,257376,49.06
2020,7,cattle,beef,intensive,64,9,Plateau,existing,existing,71,0,3394033,121310,7078,0.6,intensive,CBPP + FMD + Brucellosis + Anthrax,quarterly,high,high,none,2018,0,0,3576683,32094272,28517589,797.32
2020,11,cattle,beef,intensive,13,12,Plateau,not-required,existing,16,3,204542,106642,24624,5.0,minimal,CBPP vaccine only,quarterly,high,medium,none,1134,0,0,340424,3501225,3160801,928.49
2020,1,poultry,broiler,extensive,1066,2,Rivers,need-to-build,steel-structure,1264,3,626988,15122,7098,2.9,basic,LaSota (Newcastle),quarterly,medium,high,none,1452,24,0,2043110,3306479,1263369,61.84
2020,4,poultry,broiler,extensive,174,3,Rivers,need-to-build,block-concrete,175,1,131530,41598,6565,5.6,standard,LaSota + Gumboro (IBD),monthly,medium,high,none,1536,41,0,336084,555054,218970,65.15
2020,7,poultry,layer,semi-intensive,1919,11,Rivers,need-to-build,block-concrete,2489,2,1207051,16505,17790,3.0,standard,LaSota + Gumboro (IBD),monthly,high,medium,none,1373,24,0,3143459,2457088,-686371,-21.83
2020,9,poultry,layer,deep litter,557,12,Rivers,existing,existing,721,2,453490,38988,15504,6.9,standard,LaSota + Gumboro (IBD),quarterly,low,low,none,1501,42,0,595320,1306789,711469,119.51
2020,7,cattle,beef,extensive,99,17,Rivers,not-required,existing,123,0,3245869,86735,8378,4.4,standard,CBPP + FMD (Foot & Mouth),weekly,low,low,regular,2175,0,0,3394204,51462675,48068471,1416.19
2020,8,cattle,beef,intensive,34,13,Rivers,existing,existing,35,4,1075812,92461,27909,3.1,standard,CBPP + FMD (Foot & Mouth),weekly,medium,low,none,1409,0,0,1216840,11605228,10388388,853.72
2020,6,poultry,broiler,battery cage,1635,3,Sokoto,need-to-build,wooden,1994,2,1098608,28541,7113,8.7,minimal,LaSota (Newcastle),weekly,low,high,none,1028,55,0,2057919,3376015,1318095,64.05
2020,7,poultry,broiler,semi-intensive,507,12,Sokoto,existing,existing,566,3,345279,11024,13105,4.4,intensive,LaSota + Gumboro + Marek's + IB,quarterly,medium,low,none,1501,54,0,496888,1600550,1103662,222.11
2020,10,poultry,layer,battery cage,1359,11,Sokoto,existing,existing,1395,3,952161,15250,16979,2.5,minimal,LaSota (Newcastle),weekly,high,medium,none,911,52,0,1407528,3789571,2382043,169.24
2020,12,poultry,layer,battery cage,561,3,Sokoto,need-to-build,block-concrete,709,0,258132,22897,8382,8.9,standard,LaSota + Gumboro (IBD),monthly,low,medium,none,910,36,0,707495,275978,-431517,-60.99
2020,6,cattle,beef,mixed,33,11,Sokoto,need-to-build,wooden,36,0,897172,117959,5616,2.1,intensive,CBPP + FMD + Brucellosis + Anthrax,weekly,medium,high,regular,1194,0,0,1701476,9643640,7942163,466.78
2020,12,cattle,beef,mixed,66,6,Sokoto,need-to-build,steel-structure,74,1,2179342,20590,12262,3.8,minimal,CBPP vaccine only,quarterly,low,medium,regular,2208,0,0,4669546,35047584,30378038,650.56
2020,9,poultry,broiler,battery cage,246,2,Taraba,need-to-build,steel-structure,290,4,122140,19941,8504,10.2,standard,LaSota + Gumboro (IBD),quarterly,medium,medium,none,1007,45,0,448698,489400,40702,9.07
2020,4,poultry,broiler,semi-intensive,217,9,Taraba,existing,existing,241,2,131497,40337,6020,9.6,minimal,LaSota (Newcastle),weekly,low,low,none,1269,35,0,220240,547662,327422,148.67
2020,7,poultry,layer,semi-intensive,950,9,Taraba,need-to-build,wooden,1067,2,470871,32760,3449,7.2,standard,LaSota + Gumboro (IBD),weekly,medium,low,none,1289,50,0,1100792,1983600,882808,80.2
2020,10,poultry,layer,extensive,1146,12,Taraba,need-to-build,steel-structure,1421,1,539487,40639,12884,6.2,basic,LaSota (Newcastle),quarterly,low,medium,none,1164,53,0,1835971,3418335,1582364,86.19
2020,11,cattle,beef,intensive,29,10,Taraba,existing,existing,34,3,1322227,36675,24977,0.9,basic,CBPP vaccine only,weekly,medium,low,none,1166,0,0,1394532,8377418,6982886,500.73
2020,6,cattle,beef,mixed,46,14,Taraba,not-required,existing,47,3,538776,90720,18898,5.5,minimal,CBPP vaccine only,weekly,medium,high,occasional,1965,0,0,666581,21354638,20688057,3103.61
2020,3,poultry,broiler,deep litter,1944,3,Yobe,existing,existing,2219,2,1452424,39689,6006,10.5,basic,LaSota (Newcastle),quarterly,high,high,none,1279,42,0,1916157,4895674,2979518,155.49
2020,3,poultry,broiler,extensive,129,8,Yobe,need-to-build,steel-structure,141,1,78361,16418,7661,1.5,standard,LaSota + Gumboro (IBD),monthly,low,high,none,1039,49,0,249145,290445,41300,16.58
2020,8,poultry,layer,extensive,1635,7,Yobe,need-to-build,steel-structure,1888,3,775514,23030,15926,7.7,minimal,LaSota (Newcastle),weekly,low,medium,none,1092,39,0,2781911,2059928,-721983,-25.95
2020,6,poultry,layer,semi-intensive,1503,10,Yobe,need-to-build,wooden,1708,4,681619,13522,14696,10.7,minimal,LaSota (Newcastle),quarterly,low,low,none,1417,31,0,1515156,2080377,565221,37.3
2020,6,cattle,beef,extensive,86,9,Yobe,not-required,existing,100,0,3076873,63149,28547,1.8,basic,CBPP vaccine only,monthly,medium,medium,regular,1578,0,0,3194961,33316314,30121353,942.78
2020,6,cattle,beef,extensive,8,18,Yobe,existing,existing,8,1,403830,38020,9423,5.2,basic,CBPP vaccine only,monthly,high,high,none,1264,0,0,453952,2396544,1942592,427.93
2020,11,poultry,broiler,deep litter,1020,4,Zamfara,existing,existing,1104,4,531126,29394,16377,9.8,intensive,LaSota + Gumboro + Marek's + IB,quarterly,low,high,none,1323,46,0,823541,2677868,1854327,225.17
2020,7,poultry,broiler,extensive,668,12,Zamfara,need-to-build,steel-structure,724,0,526573,43072,14794,1.1,standard,LaSota + Gumboro (IBD),monthly,medium,low,none,1208,42,0,1350555,1755749,405194,30.0
2020,11,poultry,layer,semi-intensive,1361,7,Zamfara,need-to-build,block-concrete,1525,2,846495,15338,2839,3.1,minimal,LaSota (Newcastle),monthly,low,medium,none,1432,50,0,1901819,2307916,406096,21.35
2020,6,poultry,layer,extensive,655,6,Zamfara,need-to-build,block-concrete,789,3,422239,44152,14437,9.1,basic,LaSota (Newcastle),quarterly,low,high,none,1043,46,0,978502,821645,-156857,-16.03
2020,11,cattle,beef,intensive,89,23,Zamfara,existing,existing,93,2,1562014,42826,24609,1.0,intensive,CBPP + FMD + Brucellosis + Anthrax,quarterly,medium,high,occasional,1941,0,0,1705904,42755378,41049474,2406.32
2020,11,cattle,beef,intensive,100,15,Zamfara,need-to-build,block-concrete,117,2,2594111,107069,15870,1.9,standard,CBPP + FMD (Foot & Mouth),quarterly,low,low,occasional,2072,0,0,5966551,50815800,44849249,751.68
2021,10,poultry,broiler,deep litter,1826,12,Abia,need-to-build,steel-structure,2315,2,1764172,15479,22248,5.5,minimal,LaSota (Newcastle),monthly,low,high,none,1192,64,0,4466398,4525135,58737,1.32
2021,8,poultry,broiler,deep litter,1048,7,Abia,existing,existing,1201,2,605861,21567,17662,8.0,basic,LaSota (Newcastle),monthly,high,low,none,1042,55,0,960328,2210240,1249912,130.15
2021,2,poultry,layer,extensive,876,8,Abia,need-to-build,block-concrete,926,0,582836,26506,2839,1.4,basic,LaSota (Newcastle),quarterly,medium,high,none,1174,58,0,1433519,2003868,570349,39.79
2021,11,poultry,layer,battery cage,1470,7,Abia,need-to-build,wooden,1790,0,1234395,16284,18905,5.2,minimal,LaSota (Newcastle),quarterly,high,low,none,1154,37,0,2295056,1804660,-490396,-21.37
2021,10,cattle,beef,extensive,50,12,Abia,existing,existing,57,3,1455774,157871,11896,0.6,standard,CBPP + FMD (Foot & Mouth),monthly,high,low,occasional,1152,0,0,1661381,14313600,12652219,761.55
2021,2,cattle,beef,mixed,37,23,Abia,not-required,existing,38,0,649209,34422,32894,3.8,standard,CBPP + FMD (Foot & Mouth),quarterly,high,low,occasional,1189,0,0,739021,10580316,9841296,1331.67
2021,8,poultry,broiler,extensive,1487,4,Adamawa,existing,existing,1857,0,1141621,35956,6966,4.3,intensive,LaSota + Gumboro + Marek's + IB,weekly,high,medium,none,1419,31,0,1727952,4442506,2714553,157.1
2021,2,poultry,broiler,extensive,456,11,Adamawa,existing,existing,580,2,406078,22663,9407,10.1,minimal,LaSota (Newcastle),monthly,low,low,none,1035,47,0,514260,933442,419183,81.51
2021,12,poultry,layer,deep litter,1425,3,Adamawa,existing,existing,1534,4,806092,10972,11187,8.4,intensive,LaSota + Gumboro + Marek's + IB,monthly,low,low,none,1521,29,0,1262181,567806,-694375,-55.01
